user_id,course_id,rating,progress,completed,timestamp
U0230,C078,3,49,False,2025-02-02 05:14:00
U0426,C035,5,93,True,2025-03-26 05:39:00
U0338,C016,3,48,False,2024-11-23 14:38:00
U0303,C045,2,46,False,2024-12-15 04:06:00
U0009,C083,4,77,False,2025-01-01 04:38:00
U0050,C100,4,47,False,2024-06-20 17:32:00
U0386,C016,3,81,False,2024-08-06 19:34:00
U0424,C074,4,84,False,2025-02-23 13:23:00
U0448,C094,4,91,True,2025-01-06 07:51:00
U0247,C025,4,79,False,2024-12-13 11:37:00
U0412,C049,4,58,False,2025-03-22 03:27:00
U0069,C018,4,78,False,2024-07-13 09:38:00
U0449,C035,3,64,False,2024-09-05 00:45:00
U0381,C025,3,74,False,2025-03-23 16:07:00
U0267,C061,3,65,False,2024-09-14 22:51:00
U0162,C014,3,39,False,2024-08-19 13:41:00
U0217,C080,4,64,False,2024-10-20 21:25:00
U0387,C058,3,31,False,2025-03-13 15:11:00
U0190,C066,5,80,False,2024-10-08 09:36:00
U0177,C005,3,79,False,2024-12-21 23:08:00
U0438,C010,3,50,False,2024-07-31 23:14:00
U0229,C081,2,33,False,2024-08-22 03:13:00
U0261,C081,3,30,False,2025-03-09 19:44:00
U0351,C049,1,45,False,2024-08-22 12:40:00
U0003,C045,4,65,False,2024-08-14 15:59:00
U0308,C082,4,94,True,2024-10-13 07:23:00
U0041,C047,3,56,False,2024-12-23 19:41:00
U0267,C060,5,43,False,2024-06-30 05:40:00
U0254,C074,3,36,False,2025-02-21 09:12:00
U0018,C028,3,33,False,2025-02-17 16:44:00
U0119,C003,5,93,True,2024-12-02 07:41:00
U0001,C075,2,24,False,2024-07-15 08:49:00
U0205,C043,5,95,True,2024-12-25 18:12:00
U0266,C013,3,86,False,2024-07-17 17:18:00
U0372,C010,2,5,False,2025-03-26 11:22:00
U0494,C063,1,39,False,2024-09-24 19:12:00
U0233,C099,3,66,False,2025-03-22 00:16:00
U0090,C024,3,45,False,2025-03-14 02:32:00
U0151,C004,3,37,False,2025-02-18 08:56:00
U0276,C011,2,35,False,2025-03-22 08:44:00
U0227,C099,2,11,False,2025-03-16 15:49:00
U0125,C099,4,84,False,2025-01-21 21:29:00
U0460,C051,3,44,False,2025-02-02 03:16:00
U0035,C035,4,83,False,2024-09-26 10:26:00
U0490,C075,5,100,True,2024-06-05 22:53:00
U0135,C003,4,68,False,2024-12-22 21:47:00
U0421,C086,3,34,False,2024-08-31 15:20:00
U0182,C059,4,38,False,2024-10-16 05:47:00
U0350,C021,3,36,False,2024-09-06 15:47:00
U0103,C046,4,55,False,2024-10-14 06:14:00
U0104,C011,5,55,False,2024-11-30 04:49:00
U0055,C023,4,73,False,2025-02-08 19:00:00
U0392,C010,5,71,False,2024-06-22 15:23:00
U0318,C050,4,63,False,2024-10-19 15:11:00
U0392,C074,2,60,False,2024-10-22 12:14:00
U0385,C052,2,9,False,2025-02-25 13:30:00
U0482,C089,4,81,False,2024-11-25 12:55:00
U0352,C011,3,51,False,2025-01-21 03:44:00
U0266,C011,5,83,False,2024-06-07 21:13:00
U0195,C071,4,73,False,2024-12-03 19:55:00
U0133,C049,3,46,False,2024-09-30 08:30:00
U0491,C022,4,73,False,2024-09-03 15:27:00
U0108,C065,4,100,True,2024-12-08 11:54:00
U0206,C016,4,75,False,2025-03-20 04:36:00
U0352,C004,5,73,False,2024-10-17 07:35:00
U0222,C037,2,5,False,2024-09-09 04:51:00
U0492,C025,3,88,False,2025-01-29 00:11:00
U0216,C074,4,76,False,2025-03-01 23:20:00
U0403,C085,4,46,False,2025-03-15 18:03:00
U0204,C036,4,91,True,2024-07-01 06:52:00
U0131,C024,3,77,False,2025-01-17 23:21:00
U0286,C011,4,98,True,2024-10-10 11:01:00
U0211,C070,4,81,False,2024-09-10 18:36:00
U0333,C076,3,63,False,2024-10-24 11:20:00
U0345,C089,3,38,False,2024-07-11 12:39:00
U0147,C010,5,86,False,2024-08-25 20:51:00
U0476,C070,3,71,False,2025-03-20 12:54:00
U0465,C006,5,73,False,2024-11-23 07:20:00
U0163,C043,3,43,False,2024-10-15 19:41:00
U0203,C069,4,94,True,2024-12-03 23:37:00
U0267,C062,4,100,True,2024-12-29 05:11:00
U0438,C034,3,30,False,2024-10-07 23:44:00
U0384,C011,2,47,False,2024-12-21 03:06:00
U0033,C044,3,100,True,2025-01-29 17:03:00
U0014,C059,3,69,False,2025-02-24 02:06:00
U0336,C068,3,63,False,2024-12-17 09:14:00
U0127,C011,5,100,True,2025-01-13 20:08:00
U0068,C031,5,72,False,2024-06-15 01:42:00
U0183,C097,3,70,False,2024-11-14 15:29:00
U0500,C010,3,76,False,2024-10-18 17:28:00
U0070,C057,2,22,False,2025-03-04 05:37:00
U0306,C100,5,71,False,2025-01-09 16:40:00
U0328,C100,4,45,False,2024-11-25 15:34:00
U0117,C097,1,5,False,2025-01-13 09:23:00
U0212,C010,3,88,False,2024-06-06 00:33:00
U0418,C021,2,22,False,2024-08-09 11:18:00
U0241,C096,4,60,False,2025-01-31 09:00:00
U0393,C059,4,77,False,2024-09-27 00:35:00
U0192,C086,5,52,False,2025-01-10 12:15:00
U0084,C062,2,8,False,2024-12-17 12:14:00
U0135,C008,5,80,False,2025-02-20 19:51:00
U0356,C039,4,79,False,2025-02-28 08:26:00
U0097,C017,3,58,False,2024-09-02 04:18:00
U0057,C100,5,63,False,2025-01-18 08:44:00
U0319,C071,5,40,False,2024-06-10 04:03:00
U0497,C003,2,6,False,2024-07-23 09:17:00
U0065,C054,2,19,False,2024-06-05 07:05:00
U0078,C027,3,39,False,2024-11-23 13:19:00
U0403,C063,2,23,False,2024-12-08 14:44:00
U0406,C043,4,68,False,2024-08-14 01:17:00
U0398,C059,4,80,False,2025-01-27 05:12:00
U0459,C021,3,32,False,2024-12-13 00:07:00
U0499,C005,4,78,False,2024-10-06 12:49:00
U0500,C012,4,64,False,2024-09-10 14:47:00
U0395,C092,3,50,False,2024-09-15 15:24:00
U0349,C021,3,63,False,2024-11-13 05:40:00
U0373,C070,3,78,False,2025-03-09 16:07:00
U0130,C055,3,67,False,2024-09-10 11:56:00
U0027,C025,2,51,False,2024-09-20 03:15:00
U0325,C011,3,38,False,2024-08-25 08:37:00
U0062,C018,5,53,False,2024-06-05 01:37:00
U0402,C093,4,58,False,2024-08-19 11:49:00
U0046,C028,5,47,False,2024-07-17 21:39:00
U0174,C036,3,53,False,2024-07-01 01:22:00
U0331,C089,3,62,False,2024-07-25 04:31:00
U0120,C086,4,96,True,2024-11-25 14:46:00
U0099,C013,4,82,False,2024-12-01 23:08:00
U0129,C036,5,90,True,2025-02-04 22:28:00
U0287,C058,3,46,False,2024-09-06 18:11:00
U0279,C018,3,57,False,2024-10-19 19:58:00
U0441,C023,2,33,False,2025-02-27 04:28:00
U0152,C053,4,87,False,2025-03-05 11:29:00
U0001,C017,5,100,True,2025-02-15 12:46:00
U0095,C063,1,5,False,2024-12-04 19:15:00
U0165,C049,2,27,False,2025-03-03 12:12:00
U0269,C019,3,66,False,2024-08-18 19:18:00
U0166,C071,2,13,False,2024-07-27 03:33:00
U0338,C015,5,66,False,2024-08-31 01:12:00
U0055,C024,4,53,False,2024-06-17 18:41:00
U0429,C092,5,75,False,2025-02-25 19:44:00
U0303,C044,4,82,False,2024-09-22 19:45:00
U0037,C014,4,57,False,2025-02-07 02:29:00
U0411,C052,4,70,False,2025-03-13 23:56:00
U0213,C057,5,69,False,2024-06-30 19:17:00
U0271,C003,4,100,True,2024-11-03 02:13:00
U0492,C014,3,91,True,2024-09-27 17:24:00
U0098,C052,4,71,False,2024-10-06 18:40:00
U0486,C048,4,94,True,2024-12-30 23:06:00
U0393,C083,4,56,False,2025-01-21 22:42:00
U0219,C025,3,50,False,2024-08-25 05:35:00
U0206,C062,5,81,False,2024-08-20 17:38:00
U0227,C069,3,76,False,2024-11-09 17:20:00
U0433,C028,4,86,False,2024-11-13 19:15:00
U0289,C065,4,55,False,2025-03-09 23:16:00
U0185,C021,4,82,False,2025-01-16 12:00:00
U0372,C060,4,76,False,2024-06-09 16:08:00
U0456,C040,5,78,False,2024-09-22 06:54:00
U0162,C077,3,72,False,2024-10-20 17:32:00
U0285,C069,3,65,False,2024-08-19 03:02:00
U0236,C009,3,80,False,2024-10-14 11:56:00
U0299,C059,3,57,False,2024-11-01 02:36:00
U0205,C037,4,51,False,2024-07-10 23:20:00
U0406,C066,3,75,False,2025-03-23 03:38:00
U0329,C084,4,84,False,2025-03-23 12:05:00
U0400,C006,3,66,False,2024-11-26 13:26:00
U0477,C005,3,76,False,2024-09-25 23:41:00
U0435,C001,3,83,False,2024-12-13 01:19:00
U0290,C077,5,74,False,2024-09-22 04:03:00
U0345,C091,2,5,False,2024-12-19 14:48:00
U0305,C036,3,70,False,2024-09-22 13:18:00
U0403,C083,3,38,False,2024-11-20 02:30:00
U0293,C025,2,13,False,2025-03-08 12:16:00
U0044,C078,4,83,False,2024-08-06 04:30:00
U0287,C057,5,65,False,2025-03-20 06:35:00
U0316,C021,3,38,False,2025-02-24 07:15:00
U0037,C038,5,70,False,2024-11-13 21:59:00
U0295,C077,5,100,True,2025-01-03 11:22:00
U0098,C030,2,26,False,2024-06-13 09:10:00
U0180,C065,3,43,False,2024-08-14 14:02:00
U0474,C011,3,78,False,2024-09-11 21:23:00
U0080,C008,2,7,False,2024-07-14 03:47:00
U0028,C080,4,95,True,2024-08-15 09:00:00
U0176,C014,4,74,False,2024-11-04 14:30:00
U0012,C074,3,40,False,2025-03-03 06:13:00
U0280,C059,5,94,True,2025-03-08 15:39:00
U0374,C055,2,19,False,2024-06-10 12:37:00
U0464,C023,4,85,False,2024-10-09 05:03:00
U0146,C060,4,100,True,2024-10-17 01:29:00
U0336,C010,1,6,False,2024-07-05 12:42:00
U0139,C070,4,65,False,2024-12-02 03:01:00
U0150,C049,2,28,False,2024-12-15 07:24:00
U0261,C089,1,11,False,2024-07-21 10:31:00
U0444,C002,5,85,False,2024-09-04 06:32:00
U0495,C051,5,63,False,2024-06-21 07:59:00
U0272,C018,2,31,False,2024-12-19 23:10:00
U0010,C016,4,84,False,2024-11-29 20:19:00
U0121,C063,4,87,False,2025-02-12 08:51:00
U0032,C079,5,97,True,2024-12-16 00:35:00
U0486,C005,5,89,False,2024-11-22 12:42:00
U0071,C083,4,82,False,2025-02-22 21:39:00
U0447,C038,5,67,False,2024-12-31 07:36:00
U0079,C030,4,74,False,2024-11-16 14:34:00
U0068,C019,4,99,True,2025-03-25 17:43:00
U0410,C053,4,80,False,2024-11-06 22:45:00
U0461,C073,3,69,False,2025-01-07 04:41:00
U0478,C041,4,100,True,2024-11-10 02:35:00
U0273,C074,3,46,False,2024-07-31 05:20:00
U0430,C053,3,60,False,2024-06-16 10:56:00
U0499,C034,4,82,False,2024-11-03 14:47:00
U0479,C010,3,63,False,2024-10-19 04:49:00
U0097,C006,4,73,False,2024-06-14 19:39:00
U0137,C080,3,58,False,2024-09-27 19:14:00
U0119,C063,2,39,False,2024-07-11 22:49:00
U0245,C070,3,57,False,2025-01-27 22:41:00
U0192,C075,4,72,False,2025-02-07 15:08:00
U0084,C002,4,49,False,2024-12-27 00:59:00
U0139,C074,2,53,False,2024-09-22 23:42:00
U0104,C025,1,22,False,2024-07-04 05:59:00
U0489,C078,2,35,False,2025-02-06 22:20:00
U0444,C004,4,71,False,2025-01-05 12:49:00
U0022,C097,3,72,False,2024-11-08 12:39:00
U0481,C097,2,7,False,2025-03-02 16:41:00
U0449,C097,5,63,False,2024-06-20 16:06:00
U0232,C061,2,14,False,2024-10-04 16:34:00
U0203,C099,4,76,False,2024-06-21 17:24:00
U0265,C021,1,46,False,2024-06-26 06:18:00
U0226,C060,4,96,True,2024-10-25 14:10:00
U0217,C090,4,86,False,2024-06-28 22:33:00
U0463,C028,4,86,False,2024-07-17 23:32:00
U0058,C098,4,99,True,2025-03-07 04:25:00
U0212,C001,4,90,True,2024-08-31 14:37:00
U0460,C078,2,24,False,2024-09-12 14:05:00
U0129,C026,4,68,False,2024-08-03 02:07:00
U0362,C054,3,48,False,2024-07-14 16:45:00
U0197,C049,3,41,False,2025-02-17 19:10:00
U0194,C001,4,70,False,2024-08-27 10:36:00
U0447,C035,3,17,False,2024-08-23 04:11:00
U0394,C005,4,69,False,2025-01-01 09:19:00
U0374,C048,2,36,False,2025-01-15 09:40:00
U0093,C063,4,86,False,2024-09-12 00:39:00
U0392,C085,3,54,False,2025-02-10 15:34:00
U0414,C092,4,62,False,2024-09-30 06:37:00
U0338,C074,5,93,True,2025-01-13 02:38:00
U0308,C089,4,80,False,2024-10-21 19:40:00
U0286,C025,3,55,False,2024-09-15 01:11:00
U0076,C006,3,53,False,2024-06-19 04:54:00
U0017,C077,4,69,False,2024-10-31 10:58:00
U0045,C077,4,64,False,2024-08-31 05:43:00
U0146,C059,4,89,False,2025-03-21 17:11:00
U0495,C089,3,46,False,2024-12-02 01:05:00
U0394,C042,4,68,False,2024-12-12 02:48:00
U0219,C068,3,42,False,2024-07-04 09:30:00
U0069,C019,4,85,False,2024-11-16 16:26:00
U0269,C014,4,89,False,2024-06-30 03:36:00
U0374,C025,4,94,True,2025-02-26 02:30:00
U0371,C040,4,99,True,2025-01-05 19:54:00
U0163,C039,4,100,True,2024-11-29 04:39:00
U0289,C092,3,59,False,2025-02-08 05:56:00
U0313,C039,3,44,False,2024-09-08 00:07:00
U0013,C014,4,96,True,2024-09-15 19:26:00
U0212,C082,5,78,False,2025-03-14 20:13:00
U0006,C039,3,70,False,2024-10-09 02:19:00
U0154,C061,3,66,False,2024-06-04 03:43:00
U0171,C097,3,59,False,2024-06-15 05:12:00
U0170,C005,2,5,False,2025-02-01 15:51:00
U0019,C068,4,89,False,2024-08-19 20:29:00
U0457,C070,1,11,False,2024-11-19 14:50:00
U0417,C004,2,55,False,2025-02-22 09:36:00
U0372,C088,4,100,True,2025-03-02 00:13:00
U0296,C056,2,16,False,2024-07-04 04:17:00
U0431,C053,4,82,False,2025-03-01 05:36:00
U0311,C030,4,61,False,2024-07-30 09:45:00
U0440,C053,5,91,True,2024-10-18 13:05:00
U0255,C010,3,60,False,2024-12-08 14:53:00
U0487,C019,3,41,False,2024-11-02 05:07:00
U0192,C099,3,49,False,2024-09-12 02:28:00
U0260,C076,2,24,False,2025-02-12 04:12:00
U0175,C090,3,5,False,2025-02-24 09:49:00
U0168,C054,5,53,False,2025-02-20 21:08:00
U0106,C011,3,53,False,2025-01-22 12:45:00
U0443,C031,4,61,False,2024-11-07 01:43:00
U0435,C006,5,69,False,2024-11-18 14:56:00
U0024,C025,2,20,False,2024-06-12 18:48:00
U0160,C017,2,28,False,2024-11-12 06:12:00
U0147,C051,3,79,False,2025-01-12 21:07:00
U0140,C055,4,59,False,2024-07-29 00:39:00
U0287,C054,3,65,False,2025-03-05 11:35:00
U0164,C049,4,98,True,2025-03-21 07:10:00
U0037,C032,5,78,False,2025-03-04 14:03:00
U0067,C071,4,99,True,2024-07-25 12:03:00
U0045,C052,3,62,False,2025-01-15 19:22:00
U0366,C010,3,54,False,2025-03-01 02:59:00
U0387,C053,4,64,False,2025-03-18 04:05:00
U0417,C097,3,15,False,2025-01-26 03:29:00
U0159,C060,4,85,False,2025-01-27 07:14:00
U0074,C041,1,60,False,2024-10-11 11:25:00
U0094,C046,3,63,False,2024-11-14 14:31:00
U0016,C004,3,67,False,2024-11-27 15:29:00
U0434,C085,4,70,False,2024-11-26 19:36:00
U0066,C066,5,77,False,2024-07-25 10:35:00
U0333,C080,4,66,False,2025-02-28 14:25:00
U0303,C060,4,100,True,2024-10-03 17:10:00
U0499,C003,4,84,False,2024-11-22 06:52:00
U0356,C088,3,56,False,2025-03-18 10:34:00
U0356,C005,4,86,False,2025-03-21 15:07:00
U0304,C021,3,68,False,2025-03-12 03:52:00
U0228,C053,3,87,False,2024-07-06 19:06:00
U0351,C063,3,39,False,2024-12-12 10:31:00
U0331,C082,4,84,False,2024-09-20 04:56:00
U0298,C090,3,83,False,2024-06-01 04:42:00
U0077,C020,4,85,False,2024-12-17 19:36:00
U0229,C091,2,10,False,2024-11-01 18:50:00
U0468,C054,5,88,False,2024-11-24 02:37:00
U0005,C073,4,89,False,2024-12-24 04:54:00
U0151,C099,5,76,False,2025-03-09 01:00:00
U0361,C076,4,64,False,2024-07-27 09:55:00
U0016,C083,3,22,False,2024-12-19 20:20:00
U0365,C023,3,86,False,2025-01-09 17:13:00
U0340,C015,2,20,False,2024-09-05 17:24:00
U0432,C027,4,95,True,2024-12-31 04:18:00
U0006,C022,3,100,True,2024-08-13 23:56:00
U0250,C035,4,75,False,2024-07-14 04:41:00
U0413,C075,2,59,False,2025-01-04 19:11:00
U0233,C098,3,22,False,2025-01-17 12:22:00
U0116,C099,5,100,True,2024-06-04 18:31:00
U0434,C058,4,88,False,2025-02-12 08:26:00
U0475,C082,3,62,False,2024-06-18 01:36:00
U0248,C097,3,49,False,2024-07-28 18:30:00
U0493,C010,2,23,False,2025-02-25 08:29:00
U0265,C100,3,32,False,2024-07-16 07:30:00
U0323,C081,1,30,False,2024-07-10 21:40:00
U0277,C059,3,73,False,2024-11-07 19:03:00
U0463,C021,3,50,False,2025-01-27 14:32:00
U0464,C062,4,65,False,2025-01-02 11:51:00
U0151,C002,4,59,False,2024-11-03 23:50:00
U0289,C091,3,61,False,2025-03-24 05:36:00
U0027,C030,2,31,False,2024-06-14 09:31:00
U0043,C073,4,88,False,2024-10-21 08:08:00
U0316,C077,4,100,True,2024-06-08 23:07:00
U0310,C098,4,73,False,2024-08-17 21:28:00
U0190,C097,5,85,False,2024-10-12 22:15:00
U0249,C089,3,63,False,2024-06-17 10:05:00
U0496,C055,4,60,False,2025-02-09 13:49:00
U0197,C055,5,75,False,2024-08-25 06:36:00
U0376,C097,1,14,False,2024-06-28 20:16:00
U0387,C074,4,71,False,2024-06-27 05:29:00
U0205,C046,5,67,False,2025-02-28 07:24:00
U0350,C010,2,57,False,2025-01-29 08:09:00
U0272,C056,3,40,False,2024-06-07 09:59:00
U0409,C036,3,64,False,2025-02-27 21:02:00
U0050,C010,3,52,False,2024-11-29 13:39:00
U0471,C005,4,100,True,2024-11-19 08:17:00
U0411,C059,3,27,False,2024-12-18 14:49:00
U0346,C057,3,54,False,2024-09-08 16:21:00
U0347,C043,4,68,False,2024-11-08 17:00:00
U0345,C055,3,16,False,2024-06-07 13:06:00
U0269,C018,4,96,True,2024-11-27 07:46:00
U0146,C003,4,71,False,2024-06-13 19:05:00
U0030,C054,3,50,False,2024-09-20 19:40:00
U0063,C010,2,14,False,2024-08-01 02:54:00
U0310,C097,3,51,False,2024-09-03 03:44:00
U0095,C075,3,55,False,2024-07-09 20:29:00
U0473,C078,3,23,False,2025-01-05 22:57:00
U0342,C091,4,100,True,2024-11-13 08:10:00
U0400,C001,3,30,False,2024-12-13 12:21:00
U0031,C097,4,100,True,2024-10-14 05:28:00
U0036,C023,3,89,False,2024-12-19 05:41:00
U0252,C018,4,69,False,2025-01-07 06:39:00
U0330,C078,3,67,False,2024-10-11 03:02:00
U0038,C037,3,56,False,2025-01-15 00:57:00
U0255,C051,5,75,False,2024-06-20 21:24:00
U0137,C071,5,61,False,2024-12-18 18:00:00
U0264,C078,3,48,False,2025-02-07 15:27:00
U0207,C099,3,70,False,2024-07-06 17:14:00
U0002,C058,4,98,True,2024-08-02 18:34:00
U0479,C062,3,48,False,2024-11-18 21:19:00
U0206,C061,4,77,False,2024-07-17 11:34:00
U0437,C074,2,11,False,2024-07-12 14:48:00
U0393,C053,3,50,False,2024-08-30 17:02:00
U0496,C057,4,90,True,2024-11-01 22:24:00
U0459,C052,3,22,False,2025-02-05 02:56:00
U0324,C007,5,63,False,2024-08-11 01:12:00
U0013,C049,3,71,False,2024-10-01 15:24:00
U0033,C099,2,31,False,2024-11-05 15:34:00
U0495,C097,3,53,False,2025-01-17 00:02:00
U0174,C081,4,75,False,2024-12-25 03:13:00
U0414,C094,4,84,False,2025-01-21 21:55:00
U0448,C098,3,74,False,2024-09-28 02:02:00
U0377,C081,4,68,False,2024-06-10 15:58:00
U0471,C004,4,66,False,2024-08-06 00:11:00
U0324,C010,4,79,False,2024-07-20 14:39:00
U0088,C062,2,27,False,2024-07-03 03:07:00
U0255,C090,5,75,False,2024-09-21 02:51:00
U0104,C047,3,65,False,2024-11-14 03:43:00
U0295,C071,2,25,False,2024-09-18 01:37:00
U0089,C064,3,35,False,2024-10-19 04:48:00
U0213,C052,4,80,False,2025-03-11 05:28:00
U0125,C036,3,15,False,2024-06-21 04:06:00
U0406,C037,3,39,False,2024-12-10 05:01:00
U0451,C011,4,60,False,2024-06-04 05:59:00
U0046,C063,2,47,False,2024-10-24 13:44:00
U0414,C008,2,18,False,2025-01-30 22:08:00
U0106,C029,3,40,False,2025-02-23 14:26:00
U0123,C010,2,27,False,2024-06-20 19:11:00
U0368,C016,4,80,False,2024-11-02 11:26:00
U0003,C007,4,97,True,2024-07-31 16:06:00
U0317,C075,4,57,False,2025-02-15 07:29:00
U0395,C027,2,39,False,2024-10-20 01:12:00
U0058,C010,3,74,False,2025-01-29 15:11:00
U0082,C011,3,31,False,2024-06-28 20:23:00
U0146,C017,5,75,False,2024-11-19 19:51:00
U0456,C069,2,5,False,2024-06-23 03:47:00
U0027,C005,4,68,False,2024-08-30 05:50:00
U0015,C032,4,63,False,2024-07-07 07:46:00
U0228,C051,3,54,False,2025-01-01 06:47:00
U0347,C053,4,77,False,2024-09-26 03:20:00
U0117,C077,4,66,False,2024-09-11 12:57:00
U0113,C029,3,37,False,2025-02-04 01:56:00
U0224,C060,4,100,True,2025-01-19 05:24:00
U0192,C043,3,22,False,2024-12-01 08:12:00
U0172,C083,5,76,False,2025-03-19 01:17:00
U0070,C095,3,75,False,2025-01-21 13:10:00
U0390,C010,3,91,True,2024-08-20 20:39:00
U0464,C096,4,72,False,2024-09-26 02:26:00
U0439,C068,5,70,False,2024-09-19 18:30:00
